,run_ID,crop,p,c1,c2,fertilizer subsidy (%),land area (ha),yield (kg/ha),production (kg),Nfert (kg/ha)
38,a083368b-aa36-4c51-8a2f-bbc024d0d81f,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
39,a083368b-aa36-4c51-8a2f-bbc024d0d81f,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
40,5424a8d9-d28b-4149-9139-0d3a747bada4,cassava,30,-50,-50,50,1199478,119.56,143408217.17,3424215.49
41,5424a8d9-d28b-4149-9139-0d3a747bada4,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
42,5424a8d9-d28b-4149-9139-0d3a747bada4,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
43,5424a8d9-d28b-4149-9139-0d3a747bada4,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
44,5424a8d9-d28b-4149-9139-0d3a747bada4,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
45,5794adfc-73d0-41ea-9b4e-1cbcb62b94b5,cassava,40,-50,-50,50,1199478,119.56,143408217.17,3424215.49
46,5794adfc-73d0-41ea-9b4e-1cbcb62b94b5,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
47,5794adfc-73d0-41ea-9b4e-1cbcb62b94b5,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
48,5794adfc-73d0-41ea-9b4e-1cbcb62b94b5,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
49,5794adfc-73d0-41ea-9b4e-1cbcb62b94b5,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
50,31926f7f-a30e-4ebe-8389-2211ae53a650,cassava,50,-50,-50,50,1199478,119.56,143408217.17,3424215.49
51,31926f7f-a30e-4ebe-8389-2211ae53a650,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
52,31926f7f-a30e-4ebe-8389-2211ae53a650,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
53,31926f7f-a30e-4ebe-8389-2211ae53a650,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
54,31926f7f-a30e-4ebe-8389-2211ae53a650,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
55,5e808b93-0495-4e76-8195-6643fbfd94b6,cassava,-50,-50,-40,50,1199478,119.56,143408217.17,3424215.49
56,5e808b93-0495-4e76-8195-6643fbfd94b6,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
57,5e808b93-0495-4e76-8195-6643fbfd94b6,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
58,5e808b93-0495-4e76-8195-6643fbfd94b6,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
59,5e808b93-0495-4e76-8195-6643fbfd94b6,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
60,ca1ad074-d4eb-43db-b3e6-3ab6fd2f57ed,cassava,-40,-50,-40,50,1199478,119.56,143408217.17,3424215.49
61,ca1ad074-d4eb-43db-b3e6-3ab6fd2f57ed,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
62,ca1ad074-d4eb-43db-b3e6-3ab6fd2f57ed,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
63,ca1ad074-d4eb-43db-b3e6-3ab6fd2f57ed,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
64,ca1ad074-d4eb-43db-b3e6-3ab6fd2f57ed,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
65,1d85b50c-d4fb-48a6-b6cc-5d9dca316a11,cassava,-30,-50,-40,50,1199478,119.56,143408217.17,3424215.49
66,1d85b50c-d4fb-48a6-b6cc-5d9dca316a11,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
67,1d85b50c-d4fb-48a6-b6cc-5d9dca316a11,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
68,1d85b50c-d4fb-48a6-b6cc-5d9dca316a11,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
69,1d85b50c-d4fb-48a6-b6cc-5d9dca316a11,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
70,1ae74db6-349c-4534-ba17-cbc0cd2169b4,cassava,-20,-50,-40,50,1199478,119.56,143408217.17,3424215.49
71,1ae74db6-349c-4534-ba17-cbc0cd2169b4,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
72,1ae74db6-349c-4534-ba17-cbc0cd2169b4,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
73,1ae74db6-349c-4534-ba17-cbc0cd2169b4,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
74,1ae74db6-349c-4534-ba17-cbc0cd2169b4,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
75,7ed83464-ed1a-436d-9de0-bbf4a861a377,cassava,-10,-50,-40,50,1199478,119.56,143408217.17,3424215.49
76,7ed83464-ed1a-436d-9de0-bbf4a861a377,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
77,7ed83464-ed1a-436d-9de0-bbf4a861a377,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
78,7ed83464-ed1a-436d-9de0-bbf4a861a377,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
79,7ed83464-ed1a-436d-9de0-bbf4a861a377,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
80,a016ebe9-b54a-4be7-b8a9-e090aa29717e,cassava,0,-50,-40,50,1199478,119.56,143408217.17,3424215.49
81,a016ebe9-b54a-4be7-b8a9-e090aa29717e,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
82,a016ebe9-b54a-4be7-b8a9-e090aa29717e,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
83,a016ebe9-b54a-4be7-b8a9-e090aa29717e,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
84,a016ebe9-b54a-4be7-b8a9-e090aa29717e,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
85,f6365525-c0c1-4083-9b65-601168531f35,cassava,10,-50,-40,50,1199478,119.56,143408217.17,3424215.49
86,f6365525-c0c1-4083-9b65-601168531f35,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
87,f6365525-c0c1-4083-9b65-601168531f35,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
88,f6365525-c0c1-4083-9b65-601168531f35,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
89,f6365525-c0c1-4083-9b65-601168531f35,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
90,bf40c47d-bb95-41e1-ac9c-fa0983fef08f,cassava,20,-50,-40,50,1199478,119.56,143408217.17,3424215.49
91,bf40c47d-bb95-41e1-ac9c-fa0983fef08f,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
92,bf40c47d-bb95-41e1-ac9c-fa0983fef08f,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
93,bf40c47d-bb95-41e1-ac9c-fa0983fef08f,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
94,bf40c47d-bb95-41e1-ac9c-fa0983fef08f,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
95,db4d4028-2974-40c1-9e21-4a2b255d68e1,cassava,30,-50,-40,50,1199478,119.56,143408217.17,3424215.49
96,db4d4028-2974-40c1-9e21-4a2b255d68e1,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
97,db4d4028-2974-40c1-9e21-4a2b255d68e1,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
98,db4d4028-2974-40c1-9e21-4a2b255d68e1,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
99,db4d4028-2974-40c1-9e21-4a2b255d68e1,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
100,51e5cf9e-d941-4603-be9c-67e0cb226a8f,cassava,40,-50,-40,50,1199478,119.56,143408217.17,3424215.49
101,51e5cf9e-d941-4603-be9c-67e0cb226a8f,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
102,51e5cf9e-d941-4603-be9c-67e0cb226a8f,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
103,51e5cf9e-d941-4603-be9c-67e0cb226a8f,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
104,51e5cf9e-d941-4603-be9c-67e0cb226a8f,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
105,6e816e65-bd4c-4d60-93d6-685474cecb2a,cassava,50,-50,-40,50,1199478,119.56,143408217.17,3424215.49
106,6e816e65-bd4c-4d60-93d6-685474cecb2a,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
107,6e816e65-bd4c-4d60-93d6-685474cecb2a,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
108,6e816e65-bd4c-4d60-93d6-685474cecb2a,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
109,6e816e65-bd4c-4d60-93d6-685474cecb2a,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
110,c315bdc8-7493-410d-a4d7-62613e2ce471,cassava,-50,-50,-30,50,1199478,119.56,143408217.17,3424215.49
111,c315bdc8-7493-410d-a4d7-62613e2ce471,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
112,c315bdc8-7493-410d-a4d7-62613e2ce471,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
113,c315bdc8-7493-410d-a4d7-62613e2ce471,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
114,c315bdc8-7493-410d-a4d7-62613e2ce471,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
115,69af9cb4-f55f-4f83-9167-64686ed7b016,cassava,-40,-50,-30,50,1199478,119.56,143408217.17,3424215.49
116,69af9cb4-f55f-4f83-9167-64686ed7b016,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
117,69af9cb4-f55f-4f83-9167-64686ed7b016,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
118,69af9cb4-f55f-4f83-9167-64686ed7b016,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
119,69af9cb4-f55f-4f83-9167-64686ed7b016,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
120,d8bccbf9-2c7b-41be-bfa7-25c181974a28,cassava,-30,-50,-30,50,1199478,119.56,143408217.17,3424215.49
121,d8bccbf9-2c7b-41be-bfa7-25c181974a28,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
122,d8bccbf9-2c7b-41be-bfa7-25c181974a28,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
123,d8bccbf9-2c7b-41be-bfa7-25c181974a28,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
124,d8bccbf9-2c7b-41be-bfa7-25c181974a28,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
125,3a5076f3-6c2e-41e8-a75b-21b1aa7f530e,cassava,-20,-50,-30,50,1199478,119.56,143408217.17,3424215.49
126,3a5076f3-6c2e-41e8-a75b-21b1aa7f530e,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
127,3a5076f3-6c2e-41e8-a75b-21b1aa7f530e,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
128,3a5076f3-6c2e-41e8-a75b-21b1aa7f530e,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
129,3a5076f3-6c2e-41e8-a75b-21b1aa7f530e,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
130,a7cec935-6eb9-4485-bf0d-4bf9429dc5ef,cassava,-10,-50,-30,50,1199478,119.56,143408217.17,3424215.49
131,a7cec935-6eb9-4485-bf0d-4bf9429dc5ef,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
132,a7cec935-6eb9-4485-bf0d-4bf9429dc5ef,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
133,a7cec935-6eb9-4485-bf0d-4bf9429dc5ef,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
134,a7cec935-6eb9-4485-bf0d-4bf9429dc5ef,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
135,23b69ac4-df2e-40ba-9faa-d7d8edd1e2f0,cassava,0,-50,-30,50,1199478,119.56,143408217.17,3424215.49
136,23b69ac4-df2e-40ba-9faa-d7d8edd1e2f0,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
137,23b69ac4-df2e-40ba-9faa-d7d8edd1e2f0,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
138,23b69ac4-df2e-40ba-9faa-d7d8edd1e2f0,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
139,23b69ac4-df2e-40ba-9faa-d7d8edd1e2f0,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
140,6d0f2a53-06b4-429c-83e4-166207e861c7,cassava,10,-50,-30,50,1199478,119.56,143408217.17,3424215.49
141,6d0f2a53-06b4-429c-83e4-166207e861c7,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
142,6d0f2a53-06b4-429c-83e4-166207e861c7,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
143,6d0f2a53-06b4-429c-83e4-166207e861c7,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
144,6d0f2a53-06b4-429c-83e4-166207e861c7,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
145,be252698-e045-454b-9b6a-3516080904e7,cassava,20,-50,-30,50,1199478,119.56,143408217.17,3424215.49
146,be252698-e045-454b-9b6a-3516080904e7,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
147,be252698-e045-454b-9b6a-3516080904e7,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
148,be252698-e045-454b-9b6a-3516080904e7,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
149,be252698-e045-454b-9b6a-3516080904e7,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
150,ba9f58ac-df04-46d8-9067-7f45b9127432,cassava,30,-50,-30,50,1199478,119.56,143408217.17,3424215.49
151,ba9f58ac-df04-46d8-9067-7f45b9127432,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
152,ba9f58ac-df04-46d8-9067-7f45b9127432,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
153,ba9f58ac-df04-46d8-9067-7f45b9127432,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
154,ba9f58ac-df04-46d8-9067-7f45b9127432,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
155,f64dcb8b-9a03-41fd-8da5-7831fc9bdacc,cassava,40,-50,-30,50,1199478,119.56,143408217.17,3424215.49
156,f64dcb8b-9a03-41fd-8da5-7831fc9bdacc,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
157,f64dcb8b-9a03-41fd-8da5-7831fc9bdacc,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
158,f64dcb8b-9a03-41fd-8da5-7831fc9bdacc,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
159,f64dcb8b-9a03-41fd-8da5-7831fc9bdacc,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
160,f26a92dd-fe10-4e5e-ad64-e91ad00fe1e5,cassava,50,-50,-30,50,1199478,119.56,143408217.17,3424215.49
161,f26a92dd-fe10-4e5e-ad64-e91ad00fe1e5,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
162,f26a92dd-fe10-4e5e-ad64-e91ad00fe1e5,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
163,f26a92dd-fe10-4e5e-ad64-e91ad00fe1e5,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
164,f26a92dd-fe10-4e5e-ad64-e91ad00fe1e5,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
165,a1a3687d-65d0-4551-bff1-c7f6f258d075,cassava,-50,-50,-20,50,1199478,119.56,143408217.17,3424215.49
166,a1a3687d-65d0-4551-bff1-c7f6f258d075,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
167,a1a3687d-65d0-4551-bff1-c7f6f258d075,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
168,a1a3687d-65d0-4551-bff1-c7f6f258d075,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
169,a1a3687d-65d0-4551-bff1-c7f6f258d075,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
170,ba769826-d8cb-4f29-8d68-038769339c62,cassava,-40,-50,-20,50,1199478,119.56,143408217.17,3424215.49
171,ba769826-d8cb-4f29-8d68-038769339c62,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
172,ba769826-d8cb-4f29-8d68-038769339c62,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
173,ba769826-d8cb-4f29-8d68-038769339c62,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
174,ba769826-d8cb-4f29-8d68-038769339c62,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
175,b110d133-6e94-45b2-8be4-9c2128b337a3,cassava,-30,-50,-20,50,1199478,119.56,143408217.17,3424215.49
176,b110d133-6e94-45b2-8be4-9c2128b337a3,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
177,b110d133-6e94-45b2-8be4-9c2128b337a3,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
178,b110d133-6e94-45b2-8be4-9c2128b337a3,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
179,b110d133-6e94-45b2-8be4-9c2128b337a3,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
180,62e0eafa-187c-4db8-a199-4c051e1c8032,cassava,-20,-50,-20,50,1199478,119.56,143408217.17,3424215.49
181,62e0eafa-187c-4db8-a199-4c051e1c8032,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
182,62e0eafa-187c-4db8-a199-4c051e1c8032,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
183,62e0eafa-187c-4db8-a199-4c051e1c8032,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
184,62e0eafa-187c-4db8-a199-4c051e1c8032,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
185,6e5e7062-806b-4ff8-a80a-e45af0036b8a,cassava,-10,-50,-20,50,1199478,119.56,143408217.17,3424215.49
186,6e5e7062-806b-4ff8-a80a-e45af0036b8a,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
187,6e5e7062-806b-4ff8-a80a-e45af0036b8a,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
188,6e5e7062-806b-4ff8-a80a-e45af0036b8a,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
189,6e5e7062-806b-4ff8-a80a-e45af0036b8a,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
190,e3fb872f-30ac-4105-befb-c981395379dd,cassava,0,-50,-20,50,1199478,119.56,143408217.17,3424215.49
191,e3fb872f-30ac-4105-befb-c981395379dd,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
192,e3fb872f-30ac-4105-befb-c981395379dd,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
193,e3fb872f-30ac-4105-befb-c981395379dd,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
194,e3fb872f-30ac-4105-befb-c981395379dd,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
195,958d8212-c5a9-4fb4-9651-60f02d6230ec,cassava,10,-50,-20,50,1199478,119.56,143408217.17,3424215.49
196,958d8212-c5a9-4fb4-9651-60f02d6230ec,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
197,958d8212-c5a9-4fb4-9651-60f02d6230ec,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
198,958d8212-c5a9-4fb4-9651-60f02d6230ec,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
199,958d8212-c5a9-4fb4-9651-60f02d6230ec,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
200,f09e26d5-22c6-4a8f-8c31-ef91b4edd405,cassava,20,-50,-20,50,1199478,119.56,143408217.17,3424215.49
201,f09e26d5-22c6-4a8f-8c31-ef91b4edd405,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
202,f09e26d5-22c6-4a8f-8c31-ef91b4edd405,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
203,f09e26d5-22c6-4a8f-8c31-ef91b4edd405,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
204,f09e26d5-22c6-4a8f-8c31-ef91b4edd405,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
205,59555926-9acf-4ad1-a011-d685a41c611c,cassava,30,-50,-20,50,1199478,119.56,143408217.17,3424215.49
206,59555926-9acf-4ad1-a011-d685a41c611c,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
207,59555926-9acf-4ad1-a011-d685a41c611c,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
208,59555926-9acf-4ad1-a011-d685a41c611c,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
209,59555926-9acf-4ad1-a011-d685a41c611c,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
210,db61c169-3fcf-45c8-aff7-6d273cd87548,cassava,40,-50,-20,50,1199478,119.56,143408217.17,3424215.49
211,db61c169-3fcf-45c8-aff7-6d273cd87548,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
212,db61c169-3fcf-45c8-aff7-6d273cd87548,maize,0,0,0,0,30906.61,2672.2,82588561.6,25579883.95
213,db61c169-3fcf-45c8-aff7-6d273cd87548,sesame,0,0,0,0,94210.1,1462.38,137770900.12,10238826.15
214,db61c169-3fcf-45c8-aff7-6d273cd87548,sorghum,0,0,0,0,142237.99,4271.98,607638448.69,28790116.81
215,29017d3c-453b-4672-84f5-4318778da72f,cassava,50,-50,-20,50,1199478,119.56,143408217.17,3424215.49
216,29017d3c-453b-4672-84f5-4318778da72f,groundnuts,0,0,0,0,57121.31,2381.5,136034537.49,6321505.6
